"","name","genus","species","floron","radar"
"890","Potamogeton acutifolius","Potamogeton","acutifolius",TRUE,TRUE
"891","Potamogeton alpinus","Potamogeton","alpinus",TRUE,TRUE
"892","Potamogeton berchtoldii","Potamogeton","berchtoldii",TRUE,FALSE
"893","Potamogeton coloratus","Potamogeton","coloratus",TRUE,TRUE
"894","Potamogeton compressus","Potamogeton","compressus",TRUE,TRUE
"895","Potamogeton crispus","Potamogeton","crispus",TRUE,TRUE
"896","Groenlandia densa","Groenlandia","densa",TRUE,TRUE
"897","Potamogeton friesii","Potamogeton","friesii",TRUE,TRUE
"898","Potamogeton gramineus","Potamogeton","gramineus",TRUE,TRUE
"899","Potamogeton lucens","Potamogeton","lucens",TRUE,TRUE
"900","Potamogeton natans","Potamogeton","natans",TRUE,TRUE
"901","Potamogeton nodosus","Potamogeton","nodosus",TRUE,TRUE
"902","Potamogeton obtusifolius","Potamogeton","obtusifolius",TRUE,TRUE
"903","Stuckenia pectinata","Stuckenia","pectinata",TRUE,TRUE
"904","Potamogeton perfoliatus","Potamogeton","perfoliatus",TRUE,TRUE
"905","Potamogeton polygonifolius","Potamogeton","polygonifolius",TRUE,TRUE
"906","Potamogeton praelongus","Potamogeton","praelongus",TRUE,TRUE
"907","Potamogeton pusillus","Potamogeton","pusillus",TRUE,TRUE
"908","Potamogeton trichoides","Potamogeton","trichoides",TRUE,TRUE
"909","Potamogeton x angustifolius","Potamogeton","x angustifolius",TRUE,TRUE
"910","Potentilla anglica","Potentilla","anglica",TRUE,TRUE
"911","Potentilla anserina","Potentilla","anserina",TRUE,TRUE
"912","Potentilla argentea","Potentilla","argentea",TRUE,TRUE
"913","Potentilla erecta","Potentilla","erecta",TRUE,TRUE
"914","Potentilla intermedia","Potentilla","intermedia",TRUE,TRUE
"915","Potentilla reptans","Potentilla","reptans",TRUE,TRUE
"916","Potentilla sterilis","Potentilla","sterilis",TRUE,TRUE
"917","Potentilla supina","Potentilla","supina",TRUE,TRUE
"918","Potentilla verna","Potentilla","verna",TRUE,TRUE
"919","Primula elatior","Primula","elatior",TRUE,FALSE
"920","Primula veris","Primula","veris",TRUE,FALSE
"921","Primula vulgaris","Primula","vulgaris",TRUE,FALSE
"922","Prunella vulgaris","Prunella","vulgaris",TRUE,TRUE
"923","Prunus avium","Prunus","avium",TRUE,TRUE
"924","Prunus padus","Prunus","padus",TRUE,TRUE
"925","Prunus serotina","Prunus","serotina",TRUE,FALSE
"926","Prunus spinosa","Prunus","spinosa",TRUE,TRUE
"927","Pteridium aquilinum","Pteridium","aquilinum",TRUE,TRUE
"928","Puccinellia distans subsp. distans","Puccinellia","distans subsp. distans",TRUE,TRUE
"929","Puccinellia fasciculata","Puccinellia","fasciculata",TRUE,FALSE
"930","Puccinellia maritima","Puccinellia","maritima",TRUE,TRUE
"931","Puccinellia distans subsp. borealis","Puccinellia","distans subsp. borealis",TRUE,FALSE
"932","Puccinellia rupestris","Puccinellia","rupestris",TRUE,FALSE
"933","Pulicaria dysenterica","Pulicaria","dysenterica",TRUE,TRUE
"934","Pulicaria vulgaris","Pulicaria","vulgaris",TRUE,TRUE
"935","Pulmonaria montana","Pulmonaria","montana",TRUE,FALSE
"936","Pulmonaria officinalis","Pulmonaria","officinalis",TRUE,FALSE
"937","Pyrola minor","Pyrola","minor",TRUE,FALSE
"938","Pyrola rotundifolia","Pyrola","rotundifolia",TRUE,FALSE
"939","Pyrus communis","Pyrus","communis",TRUE,TRUE
"940","Quercus petraea","Quercus","petraea",TRUE,TRUE
"941","Quercus robur","Quercus","robur",TRUE,TRUE
"942","Radiola linoides","Radiola","linoides",TRUE,FALSE
"943","Orthilia secunda","Orthilia","secunda",TRUE,FALSE
"944","Ranunculus acris","Ranunculus","acris",TRUE,TRUE
"945","Ranunculus arvensis","Ranunculus","arvensis",TRUE,TRUE
"946","Ranunculus auricomus","Ranunculus","auricomus",TRUE,FALSE
"947","Ranunculus baudotii","Ranunculus","baudotii",TRUE,TRUE
"948","Ranunculus bulbosus","Ranunculus","bulbosus",TRUE,TRUE
"949","Ranunculus circinatus","Ranunculus","circinatus",TRUE,TRUE
"950","Ficaria verna","Ficaria","verna",TRUE,TRUE
"951","Ranunculus flammula","Ranunculus","flammula",TRUE,TRUE
"952","Ranunculus fluitans","Ranunculus","fluitans",TRUE,TRUE
"953","Ranunculus hederaceus","Ranunculus","hederaceus",TRUE,FALSE
"954","Ranunculus lingua","Ranunculus","lingua",TRUE,TRUE
"955","Ranunculus ololeucos","Ranunculus","ololeucos",TRUE,FALSE
"956","Ranunculus omiophyllus","Ranunculus","omiophyllus",TRUE,FALSE
"957","Ranunculus repens","Ranunculus","repens",TRUE,TRUE
"958","Ranunculus sardous","Ranunculus","sardous",TRUE,TRUE
"959","Ranunculus sceleratus","Ranunculus","sceleratus",TRUE,TRUE
"960","Ranunculus tripartitus","Ranunculus","tripartitus",TRUE,TRUE
"961","Raphanus raphanistrum","Raphanus","raphanistrum",TRUE,TRUE
"962","Reseda lutea","Reseda","lutea",TRUE,TRUE
"963","Reseda luteola","Reseda","luteola",TRUE,TRUE
"964","Rhamnus cathartica","Rhamnus","cathartica",TRUE,TRUE
"965","Rhinanthus alectorolophus","Rhinanthus","alectorolophus",TRUE,FALSE
"966","Rhinanthus angustifolius","Rhinanthus","angustifolius",TRUE,TRUE
"967","Rhinanthus minor","Rhinanthus","minor",TRUE,TRUE
"968","Rhynchospora alba","Rhynchospora","alba",TRUE,TRUE
"969","Rhynchospora fusca","Rhynchospora","fusca",TRUE,TRUE
"970","Ribes nigrum","Ribes","nigrum",TRUE,TRUE
"971","Ribes rubrum","Ribes","rubrum",TRUE,TRUE
"972","Ribes uva-crispa","Ribes","uva-crispa",TRUE,TRUE
"973","Elymus caninus","Elymus","caninus",TRUE,TRUE
"974","Rorippa amphibia","Rorippa","amphibia",TRUE,TRUE
"975","Rorippa austriaca","Rorippa","austriaca",TRUE,FALSE
"976","Rorippa palustris","Rorippa","palustris",TRUE,TRUE
"977","Rorippa sylvestris","Rorippa","sylvestris",TRUE,TRUE
"978","Rosa arvensis","Rosa","arvensis",TRUE,FALSE
"979","Rosa spinosissima","Rosa","spinosissima",TRUE,TRUE
"980","Rosa rugosa","Rosa","rugosa",TRUE,FALSE
"981","Rubia tinctorum","Rubia","tinctorum",TRUE,TRUE
"982","Rubus caesius","Rubus","caesius",TRUE,TRUE
"983","Rubus idaeus","Rubus","idaeus",TRUE,TRUE
"984","Rubus saxatilis","Rubus","saxatilis",TRUE,FALSE
"985","Rumex acetosa","Rumex","acetosa",TRUE,TRUE
"986","Rumex acetosella","Rumex","acetosella",TRUE,TRUE
"987","Rumex aquaticus","Rumex","aquaticus",TRUE,TRUE
"988","Rumex conglomeratus","Rumex","conglomeratus",TRUE,TRUE
"989","Rumex crispus","Rumex","crispus",TRUE,TRUE
"990","Rumex hydrolapathum","Rumex","hydrolapathum",TRUE,TRUE
"991","Rumex maritimus","Rumex","maritimus",TRUE,TRUE
"992","Rumex obtusifolius","Rumex","obtusifolius",TRUE,TRUE
"993","Rumex palustris","Rumex","palustris",TRUE,TRUE
"994","Rumex sanguineus","Rumex","sanguineus",TRUE,TRUE
"995","Rumex scutatus","Rumex","scutatus",TRUE,FALSE
"996","Rumex thyrsiflorus","Rumex","thyrsiflorus",TRUE,FALSE
"997","Ruppia maritima","Ruppia","maritima",TRUE,TRUE
"998","Ruppia spiralis","Ruppia","spiralis",TRUE,FALSE
"999","Sagina maritima","Sagina","maritima",TRUE,TRUE
"1000","Sagina nodosa","Sagina","nodosa",TRUE,TRUE
"1001","Sagina procumbens","Sagina","procumbens",TRUE,TRUE
"1002","Sagina alexandrae","Sagina","alexandrae",TRUE,FALSE
"1003","Sagittaria sagittifolia","Sagittaria","sagittifolia",TRUE,TRUE
"1004","Salix alba","Salix","alba",TRUE,TRUE
"1005","Salix aurita","Salix","aurita",TRUE,FALSE
"1006","Salix caprea","Salix","caprea",TRUE,FALSE
"1007","Salix cinerea","Salix","cinerea",TRUE,FALSE
"1008","Salix gmelinii","Salix","gmelinii",TRUE,FALSE
"1009","Salix pentandra","Salix","pentandra",TRUE,FALSE
"1010","Salix purpurea","Salix","purpurea",TRUE,FALSE
"1011","Salix repens","Salix","repens",TRUE,FALSE
"1012","Salix triandra","Salix","triandra",TRUE,FALSE
"1013","Salix viminalis","Salix","viminalis",TRUE,TRUE
"1014","Salsola kali","Salsola","kali",TRUE,FALSE
"1015","Salvia pratensis","Salvia","pratensis",TRUE,TRUE
"1016","Salvia verbenaca","Salvia","verbenaca",TRUE,FALSE
"1017","Salvia verticillata","Salvia","verticillata",TRUE,TRUE
"1018","Sambucus ebulus","Sambucus","ebulus",TRUE,TRUE
"1019","Sambucus nigra","Sambucus","nigra",TRUE,TRUE
"1020","Sambucus racemosa","Sambucus","racemosa",TRUE,TRUE
"1021","Samolus valerandi","Samolus","valerandi",TRUE,TRUE
"1022","Sanguisorba officinalis","Sanguisorba","officinalis",TRUE,TRUE
"1023","Sanicula europaea","Sanicula","europaea",TRUE,FALSE
"1024","Saponaria officinalis","Saponaria","officinalis",TRUE,TRUE
"1025","Cytisus scoparius","Cytisus","scoparius",TRUE,TRUE
"1026","Clinopodium acinos","Clinopodium","acinos",TRUE,TRUE
"1027","Clinopodium menthifolium","Clinopodium","menthifolium",TRUE,FALSE
"1028","Clinopodium vulgare","Clinopodium","vulgare",TRUE,TRUE
"1029","Saxifraga granulata","Saxifraga","granulata",TRUE,FALSE
"1030","Saxifraga tridactylites","Saxifraga","tridactylites",TRUE,FALSE
"1031","Scabiosa columbaria","Scabiosa","columbaria",TRUE,TRUE
"1032","Scandix pecten-veneris","Scandix","pecten-veneris",TRUE,TRUE
"1033","Scheuchzeria palustris","Scheuchzeria","palustris",TRUE,TRUE
"1034","Schoenus nigricans","Schoenus","nigricans",TRUE,TRUE
"1035","Hyacinthoides x massartiana","Hyacinthoides","x massartiana",TRUE,FALSE
"1036","Schoenoplectus pungens","Schoenoplectus","pungens",TRUE,FALSE
"1037","Trichophorum germanicum","Trichophorum","germanicum",TRUE,FALSE
"1038","Isolepis fluitans","Isolepis","fluitans",TRUE,TRUE
"1039","Schoenoplectus lacustris","Schoenoplectus","lacustris",TRUE,TRUE
"1040","Blysmus compressus","Blysmus","compressus",TRUE,TRUE
"1041","Blysmus rufus","Blysmus","rufus",TRUE,TRUE
"1042","Isolepis setacea","Isolepis","setacea",TRUE,TRUE
"1043","Scirpus sylvaticus","Scirpus","sylvaticus",TRUE,TRUE
"1044","Schoenoplectus tabernaemontani","Schoenoplectus","tabernaemontani",TRUE,TRUE
"1045","Schoenoplectus triqueter","Schoenoplectus","triqueter",TRUE,TRUE
"1046","Scleranthus perennis","Scleranthus","perennis",TRUE,FALSE
"1047","Scleranthus annuus subsp. polycarpos","Scleranthus","annuus subsp. polycarpos",TRUE,FALSE
"1048","Scorzonera humilis","Scorzonera","humilis",TRUE,FALSE
"1049","Scrophularia auriculata","Scrophularia","auriculata",TRUE,FALSE
"1050","Scrophularia nodosa","Scrophularia","nodosa",TRUE,TRUE
"1051","Scrophularia vernalis","Scrophularia","vernalis",TRUE,FALSE
"1052","Scutellaria galericulata","Scutellaria","galericulata",TRUE,TRUE
"1053","Scutellaria minor","Scutellaria","minor",TRUE,FALSE
"1054","Sedum acre","Sedum","acre",TRUE,TRUE
"1055","Sedum album","Sedum","album",TRUE,TRUE
"1056","Sedum rupestre","Sedum","rupestre",TRUE,FALSE
"1057","Sedum sexangulare","Sedum","sexangulare",TRUE,TRUE
"1058","Selinum carvifolia","Selinum","carvifolia",TRUE,FALSE
"1059","Jacobaea aquatica","Jacobaea","aquatica",TRUE,TRUE
"1060","Tephroseris palustris","Tephroseris","palustris",TRUE,TRUE
"1061","Jacobaea erucifolia","Jacobaea","erucifolia",TRUE,TRUE
"1062","Senecio sarracenicus","Senecio","sarracenicus",TRUE,FALSE
"1063","Senecio ovatus","Senecio","ovatus",TRUE,FALSE
"1064","Jacobaea vulgaris subsp. vulgaris","Jacobaea","vulgaris subsp. vulgaris",TRUE,FALSE
"1065","Jacobaea paludosa","Jacobaea","paludosa",TRUE,TRUE
"1066","Senecio sylvaticus","Senecio","sylvaticus",TRUE,FALSE
"1067","Senecio viscosus","Senecio","viscosus",TRUE,TRUE
"1068","Senecio vulgaris","Senecio","vulgaris",TRUE,TRUE
"1069","Serratula tinctoria","Serratula","tinctoria",TRUE,FALSE
"1070","Sesleria caerulea","Sesleria","caerulea",TRUE,FALSE
"1071","Setaria pumila","Setaria","pumila",TRUE,TRUE
"1072","Setaria verticillata","Setaria","verticillata",TRUE,TRUE
"1073","Setaria viridis","Setaria","viridis",TRUE,TRUE
"1074","Sherardia arvensis","Sherardia","arvensis",TRUE,TRUE
"1075","Danthonia decumbens","Danthonia","decumbens",TRUE,TRUE
"1076","Silaum silaus","Silaum","silaus",TRUE,FALSE
"1077","Silene conica","Silene","conica",TRUE,TRUE
"1078","Silene gallica","Silene","gallica",TRUE,TRUE
"1079","Silene nutans","Silene","nutans",TRUE,TRUE
"1080","Silene otites","Silene","otites",TRUE,TRUE
"1081","Silene vulgaris","Silene","vulgaris",TRUE,TRUE
"1082","Sinapis arvensis","Sinapis","arvensis",TRUE,TRUE
"1083","Sisymbrium altissimum","Sisymbrium","altissimum",TRUE,FALSE
"1084","Sisymbrium irio","Sisymbrium","irio",TRUE,FALSE
"1085","Sisymbrium loeselii","Sisymbrium","loeselii",TRUE,FALSE
"1086","Sisymbrium officinale","Sisymbrium","officinale",TRUE,TRUE
"1087","Sisymbrium orientale","Sisymbrium","orientale",TRUE,TRUE
"1088","Sisymbrium austriacum subsp. chrysanthum","Sisymbrium","austriacum subsp. chrysanthum",TRUE,FALSE
"1089","Erucastrum supinum","Erucastrum","supinum",TRUE,FALSE
"1090","Berula erecta","Berula","erecta",TRUE,TRUE
"1091","Sium latifolium","Sium","latifolium",TRUE,TRUE
"1092","Smyrnium olusatrum","Smyrnium","olusatrum",TRUE,FALSE
"1093","Solanum dulcamara","Solanum","dulcamara",TRUE,TRUE
"1094","Solanum triflorum","Solanum","triflorum",TRUE,FALSE
"1095","Solidago gigantea","Solidago","gigantea",TRUE,FALSE
"1096","Solidago virgaurea","Solidago","virgaurea",TRUE,FALSE
"1097","Sonchus asper","Sonchus","asper",TRUE,TRUE
"1098","Sonchus oleraceus","Sonchus","oleraceus",TRUE,TRUE
"1099","Sonchus palustris","Sonchus","palustris",TRUE,TRUE
"1100","Sorbus aucuparia","Sorbus","aucuparia",TRUE,TRUE
"1101","Sparganium angustifolium","Sparganium","angustifolium",TRUE,TRUE
"1102","Sparganium erectum","Sparganium","erectum",TRUE,TRUE
"1103","Sparganium natans","Sparganium","natans",TRUE,TRUE
"1104","Sparganium emersum","Sparganium","emersum",TRUE,TRUE
"1105","Spartina maritima","Spartina","maritima",TRUE,FALSE
"1106","Spartina anglica","Spartina","anglica",TRUE,FALSE
"1107","Spergula arvensis","Spergula","arvensis",TRUE,TRUE
"1108","Spergula morisonii","Spergula","morisonii",TRUE,FALSE
"1109","Spergularia media","Spergularia","media",TRUE,TRUE
"1110","Spergularia rubra","Spergularia","rubra",TRUE,TRUE
"1111","Spergularia marina","Spergularia","marina",TRUE,TRUE
"1112","Spiranthes aestivalis","Spiranthes","aestivalis",TRUE,FALSE
"1113","Spiranthes spiralis","Spiranthes","spiralis",TRUE,FALSE
"1114","Spirodela polyrhiza","Spirodela","polyrhiza",TRUE,TRUE
"1115","Stachys arvensis","Stachys","arvensis",TRUE,TRUE
"1116","Betonica officinalis","Betonica","officinalis",TRUE,FALSE
"1117","Stachys palustris","Stachys","palustris",TRUE,TRUE
"1118","Stachys sylvatica","Stachys","sylvatica",TRUE,TRUE
"1119","Stellaria alsine","Stellaria","alsine",TRUE,TRUE
"1120","Stellaria graminea","Stellaria","graminea",TRUE,TRUE
"1121","Stellaria holostea","Stellaria","holostea",TRUE,TRUE
"1122","Stellaria media","Stellaria","media",TRUE,TRUE
"1123","Stellaria neglecta","Stellaria","neglecta",TRUE,TRUE
"1124","Stellaria apetala","Stellaria","apetala",TRUE,FALSE
"1125","Stellaria nemorum","Stellaria","nemorum",TRUE,TRUE
"1126","Stellaria palustris","Stellaria","palustris",TRUE,TRUE
"1127","Stratiotes aloides","Stratiotes","aloides",TRUE,TRUE
"1128","Suaeda maritima","Suaeda","maritima",TRUE,TRUE
"1129","Succisa pratensis","Succisa","pratensis",TRUE,TRUE
"1130","Symphytum officinale","Symphytum","officinale",TRUE,TRUE
"1131","Tanacetum vulgare","Tanacetum","vulgare",TRUE,TRUE
"1132","Taxus baccata","Taxus","baccata",TRUE,TRUE
"1133","Teesdalia nudicaulis","Teesdalia","nudicaulis",TRUE,TRUE
"1134","Teucrium botrys","Teucrium","botrys",TRUE,FALSE
"1135","Teucrium montanum","Teucrium","montanum",TRUE,FALSE
"1136","Teucrium scordium","Teucrium","scordium",TRUE,FALSE
"1137","Teucrium scorodonia","Teucrium","scorodonia",TRUE,TRUE
"1138","Thalictrum flavum","Thalictrum","flavum",TRUE,TRUE
"1139","Thesium humifusum","Thesium","humifusum",TRUE,FALSE
"1140","Noccaea caerulescens","Noccaea","caerulescens",TRUE,FALSE
"1141","Thlaspi arvense","Thlaspi","arvense",TRUE,TRUE
"1142","Noccaea perfoliata","Noccaea","perfoliata",TRUE,FALSE
"1143","Thymus pulegioides","Thymus","pulegioides",TRUE,FALSE
"1144","Thymus serpyllum","Thymus","serpyllum",TRUE,FALSE
"1145","Tilia cordata","Tilia","cordata",TRUE,TRUE
"1146","Tilia platyphyllos","Tilia","platyphyllos",TRUE,TRUE
"1147","Crassula tillaea","Crassula","tillaea",TRUE,FALSE
"1148","Torilis arvensis","Torilis","arvensis",TRUE,TRUE
"1149","Torilis japonica","Torilis","japonica",TRUE,TRUE
"1150","Torilis nodosa","Torilis","nodosa",TRUE,TRUE
"1151","Tragopogon pratensis subsp. minor","Tragopogon","pratensis subsp. minor",TRUE,FALSE
"1152","Tragopogon pratensis subsp. orientalis","Tragopogon","pratensis subsp. orientalis",TRUE,FALSE
"1153","Tragopogon porrifolius","Tragopogon","porrifolius",TRUE,FALSE
"1154","Tragopogon pratensis subsp. pratensis","Tragopogon","pratensis subsp. pratensis",TRUE,FALSE
"1155","Trientalis europaea","Trientalis","europaea",TRUE,FALSE
"1156","Trifolium arvense","Trifolium","arvense",TRUE,TRUE
"1157","Trifolium campestre","Trifolium","campestre",TRUE,TRUE
"1158","Trifolium dubium","Trifolium","dubium",TRUE,TRUE
"1159","Trifolium fragiferum","Trifolium","fragiferum",TRUE,TRUE
"1160","Trifolium hybridum subsp. hybridum","Trifolium","hybridum subsp. hybridum",TRUE,TRUE
"1161","Trifolium medium","Trifolium","medium",TRUE,TRUE
"1162","Trifolium micranthum","Trifolium","micranthum",TRUE,FALSE
"1163","Trifolium ornithopodioides","Trifolium","ornithopodioides",TRUE,FALSE
"1164","Trifolium pratense","Trifolium","pratense",TRUE,TRUE
"1165","Trifolium repens","Trifolium","repens",TRUE,TRUE
"1166","Trifolium scabrum","Trifolium","scabrum",TRUE,TRUE
"1167","Trifolium striatum","Trifolium","striatum",TRUE,FALSE
"1168","Trifolium subterraneum","Trifolium","subterraneum",TRUE,FALSE
"1169","Triglochin maritima","Triglochin","maritima",TRUE,TRUE
"1170","Triglochin palustris","Triglochin","palustris",TRUE,TRUE
"1171","Trisetum flavescens","Trisetum","flavescens",TRUE,TRUE
"1172","Tuberaria guttata","Tuberaria","guttata",TRUE,FALSE
"1173","Tulipa sylvestris","Tulipa","sylvestris",TRUE,FALSE
"1174","Turritis glabra","Turritis","glabra",TRUE,FALSE
"1175","Tussilago farfara","Tussilago","farfara",TRUE,TRUE
"1176","Typha angustifolia","Typha","angustifolia",TRUE,TRUE
"1177","Typha latifolia","Typha","latifolia",TRUE,TRUE
"1178","Ulex europaeus","Ulex","europaeus",TRUE,FALSE
"1179","Ulmus minor","Ulmus","minor",TRUE,TRUE
"1180","Urtica dioica","Urtica","dioica",TRUE,TRUE
"1181","Urtica urens","Urtica","urens",TRUE,TRUE
"1182","Utricularia intermedia","Utricularia","intermedia",TRUE,FALSE
"1183","Utricularia minor","Utricularia","minor",TRUE,TRUE
"1184","Utricularia australis","Utricularia","australis",TRUE,FALSE
"1185","Utricularia ochroleuca","Utricularia","ochroleuca",TRUE,FALSE
"1186","Utricularia vulgaris","Utricularia","vulgaris",TRUE,TRUE
"1187","Vaccaria hispanica","Vaccaria","hispanica",TRUE,TRUE
"1188","Vaccinium myrtillus","Vaccinium","myrtillus",TRUE,TRUE
"1189","Vaccinium uliginosum","Vaccinium","uliginosum",TRUE,TRUE
"1190","Vaccinium vitis-idaea","Vaccinium","vitis-idaea",TRUE,TRUE
"1191","Valeriana dioica","Valeriana","dioica",TRUE,TRUE
"1192","Valeriana officinalis","Valeriana","officinalis",TRUE,TRUE
"1193","Valerianella carinata","Valerianella","carinata",TRUE,TRUE
"1194","Valerianella dentata","Valerianella","dentata",TRUE,TRUE
"1195","Valerianella locusta","Valerianella","locusta",TRUE,TRUE
"1196","Valerianella rimosa","Valerianella","rimosa",TRUE,TRUE
"1197","Verbascum blattaria","Verbascum","blattaria",TRUE,FALSE
"1198","Verbascum lychnitis","Verbascum","lychnitis",TRUE,FALSE
"1199","Verbascum nigrum","Verbascum","nigrum",TRUE,FALSE
"1200","Verbascum phlomoides","Verbascum","phlomoides",TRUE,FALSE
"1201","Verbascum densiflorum","Verbascum","densiflorum",TRUE,FALSE
"1202","Verbascum thapsus","Verbascum","thapsus",TRUE,FALSE
"1203","Verbena officinalis","Verbena","officinalis",TRUE,TRUE
"1204","Veronica agrestis","Veronica","agrestis",TRUE,TRUE
"1205","Veronica anagallis-aquatica","Veronica","anagallis-aquatica",TRUE,TRUE
"1206","Veronica arvensis","Veronica","arvensis",TRUE,TRUE
"1207","Veronica beccabunga","Veronica","beccabunga",TRUE,TRUE
"1208","Veronica catenata","Veronica","catenata",TRUE,TRUE
"1209","Veronica chamaedrys","Veronica","chamaedrys",TRUE,TRUE
"1210","Veronica hederifolia","Veronica","hederifolia",TRUE,TRUE
"1211","Veronica longifolia","Veronica","longifolia",TRUE,FALSE
"1212","Veronica montana","Veronica","montana",TRUE,TRUE
"1213","Veronica officinalis","Veronica","officinalis",TRUE,TRUE
"1214","Veronica opaca","Veronica","opaca",TRUE,TRUE
"1215","Veronica peregrina","Veronica","peregrina",TRUE,FALSE
"1216","Veronica persica","Veronica","persica",TRUE,TRUE
"1217","Veronica polita","Veronica","polita",TRUE,FALSE
"1218","Veronica praecox","Veronica","praecox",TRUE,FALSE
"1219","Veronica prostrata","Veronica","prostrata",TRUE,FALSE
"1220","Veronica scutellata","Veronica","scutellata",TRUE,TRUE
"1221","Veronica serpyllifolia","Veronica","serpyllifolia",TRUE,TRUE
"1222","Veronica austriaca subsp. teucrium","Veronica","austriaca subsp. teucrium",TRUE,FALSE
"1223","Veronica triphyllos","Veronica","triphyllos",TRUE,TRUE
"1224","Veronica verna","Veronica","verna",TRUE,FALSE
"1225","Viburnum opulus","Viburnum","opulus",TRUE,TRUE
"1226","Vicia cracca","Vicia","cracca",TRUE,TRUE
"1227","Vicia hirsuta","Vicia","hirsuta",TRUE,TRUE
"1228","Vicia lathyroides","Vicia","lathyroides",TRUE,TRUE
"1229","Vicia sepium","Vicia","sepium",TRUE,TRUE
"1230","Vicia tetrasperma subsp. gracilis","Vicia","tetrasperma subsp. gracilis",TRUE,FALSE
"1231","Vicia tetrasperma subsp. tetrasperma","Vicia","tetrasperma subsp. tetrasperma",TRUE,FALSE
"1232","Vinca minor","Vinca","minor",TRUE,FALSE
"1233","Viola arvensis","Viola","arvensis",TRUE,TRUE
"1234","Viola lutea subsp. calaminaria","Viola","lutea subsp. calaminaria",TRUE,FALSE
"1235","Viola canina","Viola","canina",TRUE,TRUE
"1236","Viola tricolor subsp. curtisii","Viola","tricolor subsp. curtisii",TRUE,FALSE
"1237","Viola hirta","Viola","hirta",TRUE,TRUE
"1238","Viola odorata","Viola","odorata",TRUE,TRUE
"1239","Viola palustris","Viola","palustris",TRUE,TRUE
"1240","Viola reichenbachiana","Viola","reichenbachiana",TRUE,TRUE
"1241","Viola riviniana","Viola","riviniana",TRUE,TRUE
"1242","Viola rupestris","Viola","rupestris",TRUE,FALSE
"1243","Viola stagnina","Viola","stagnina",TRUE,TRUE
"1244","Viola tricolor subsp. tricolor","Viola","tricolor subsp. tricolor",TRUE,TRUE
"1245","Viscum album","Viscum","album",TRUE,TRUE
"1246","Vulpia bromoides","Vulpia","bromoides",TRUE,FALSE
"1247","Vulpia myuros","Vulpia","myuros",TRUE,FALSE
"1248","Wahlenbergia hederacea","Wahlenbergia","hederacea",TRUE,FALSE
"1249","Wolffia arrhiza","Wolffia","arrhiza",TRUE,FALSE
"1250","Zannichellia palustris subsp. palustris","Zannichellia","palustris subsp. palustris",TRUE,TRUE
"1251","Zannichellia palustris subsp. pedicellata","Zannichellia","palustris subsp. pedicellata",TRUE,TRUE
"1252","Zostera marina","Zostera","marina",TRUE,TRUE
"1253","Zostera noltei","Zostera","noltei",TRUE,TRUE
"1254","Carex cespitosa","Carex","cespitosa",TRUE,TRUE
"1255","Festuca brevipila","Festuca","brevipila",TRUE,FALSE
"1256","Galeopsis pubescens","Galeopsis","pubescens",TRUE,FALSE
"1257","Pilosella peleteriana","Pilosella","peleteriana",TRUE,FALSE
"1258","Hypericum x desetangsii","Hypericum","x desetangsii",TRUE,FALSE
"1259","Juncus canadensis","Juncus","canadensis",TRUE,FALSE
"1260","Phleum nodosum","Phleum","nodosum",TRUE,FALSE
"1261","Polygonum oxyspermum subsp. raii","Polygonum","oxyspermum subsp. raii",TRUE,FALSE
"1262","Polypodium interjectum","Polypodium","interjectum",TRUE,FALSE
"1263","Lotus maritimus","Lotus","maritimus",TRUE,FALSE
"1264","Thymus praecox","Thymus","praecox",TRUE,FALSE
"1265","Cornus mas","Cornus","mas",TRUE,TRUE
"1266","Epipactis muelleri","Epipactis","muelleri",TRUE,FALSE
"1267","Filago lutescens","Filago","lutescens",TRUE,FALSE
"1268","Lathyrus japonicus","Lathyrus","japonicus",TRUE,FALSE
"1269","Erica scoparia","Erica","scoparia",TRUE,FALSE
"1270","Alchemilla acutiloba","Alchemilla","acutiloba",TRUE,FALSE
"1271","Alchemilla filicaulis","Alchemilla","filicaulis",TRUE,FALSE
"1272","Alchemilla glabra","Alchemilla","glabra",TRUE,FALSE
"1273","Alchemilla monticola","Alchemilla","monticola",TRUE,FALSE
"1274","Alchemilla xanthochlora","Alchemilla","xanthochlora",TRUE,FALSE
"1275","Arabis hirsuta subsp. sagittata","Arabis","hirsuta subsp. sagittata",TRUE,FALSE
"1276","Arenaria leptoclados","Arenaria","leptoclados",TRUE,TRUE
"1277","Caltha palustris subsp. radicans","Caltha","palustris subsp. radicans",TRUE,FALSE
"1278","Cerastium fontanum subsp. holosteoides","Cerastium","fontanum subsp. holosteoides",TRUE,TRUE
"1279","Festuca filiformis","Festuca","filiformis",TRUE,TRUE
"1280","Hypericum maculatum subsp. maculatum","Hypericum","maculatum subsp. maculatum",TRUE,TRUE
"1281","Lamiastrum galeobdolon subsp. montanum","Lamiastrum","galeobdolon subsp. montanum",TRUE,FALSE
"1282","Lamiastrum galeobdolon subsp. galeobdolon","Lamiastrum","galeobdolon subsp. galeobdolon",TRUE,FALSE
"1283","Myosotis scorpioides subsp. nemorosa","Myosotis","scorpioides subsp. nemorosa",TRUE,FALSE
"1284","Myosotis scorpioides subsp. scorpioides","Myosotis","scorpioides subsp. scorpioides",TRUE,FALSE
"1285","Odontites vernus subsp. vernus","Odontites","vernus subsp. vernus",TRUE,FALSE
