"","name","genus","species","floron","radar"
"77","Arctium lappa","Arctium","lappa",TRUE,TRUE
"78","Arctium tomentosum","Arctium","tomentosum",TRUE,TRUE
"79","Arctostaphylos uva-ursi","Arctostaphylos","uva-ursi",TRUE,FALSE
"80","Arenaria serpyllifolia","Arenaria","serpyllifolia",TRUE,TRUE
"81","Aristolochia clematitis","Aristolochia","clematitis",TRUE,FALSE
"82","Armeria maritima","Armeria","maritima",TRUE,TRUE
"83","Armoracia rusticana","Armoracia","rusticana",TRUE,FALSE
"84","Arnica montana","Arnica","montana",TRUE,FALSE
"85","Arnoseris minima","Arnoseris","minima",TRUE,TRUE
"86","Arrhenatherum elatius","Arrhenatherum","elatius",TRUE,TRUE
"87","Artemisia absinthium","Artemisia","absinthium",TRUE,TRUE
"88","Artemisia campestris subsp. campestris","Artemisia","campestris subsp. campestris",TRUE,FALSE
"89","Artemisia campestris subsp. maritima","Artemisia","campestris subsp. maritima",TRUE,TRUE
"90","Artemisia maritima","Artemisia","maritima",TRUE,TRUE
"91","Artemisia vulgaris","Artemisia","vulgaris",TRUE,TRUE
"92","Arum italicum","Arum","italicum",TRUE,FALSE
"93","Arum maculatum","Arum","maculatum",TRUE,FALSE
"94","Asparagus officinalis subsp. officinalis","Asparagus","officinalis subsp. officinalis",TRUE,TRUE
"95","Asparagus officinalis subsp. prostratus","Asparagus","officinalis subsp. prostratus",TRUE,FALSE
"96","Asperugo procumbens","Asperugo","procumbens",TRUE,TRUE
"97","Asperula arvensis","Asperula","arvensis",TRUE,TRUE
"98","Galium glaucum","Galium","glaucum",TRUE,FALSE
"99","Galium odoratum","Galium","odoratum",TRUE,TRUE
"100","Asplenium adiantum-nigrum","Asplenium","adiantum-nigrum",TRUE,FALSE
"101","Asplenium ruta-muraria","Asplenium","ruta-muraria",TRUE,FALSE
"102","Asplenium trichomanes","Asplenium","trichomanes",TRUE,FALSE
"103","Symphyotrichum lanceolatum","Symphyotrichum","lanceolatum",TRUE,TRUE
"104","Tripolium pannonicum","Tripolium","pannonicum",TRUE,TRUE
"105","Astragalus glycyphyllos","Astragalus","glycyphyllos",TRUE,FALSE
"106","Athyrium filix-femina","Athyrium","filix-femina",TRUE,FALSE
"107","Atriplex glabriuscula","Atriplex","glabriuscula",TRUE,TRUE
"108","Atriplex littoralis","Atriplex","littoralis",TRUE,TRUE
"109","Atriplex patula","Atriplex","patula",TRUE,TRUE
"110","Atriplex laciniata","Atriplex","laciniata",TRUE,FALSE
"111","Atropa bella-donna","Atropa","bella-donna",TRUE,TRUE
"112","Avena fatua","Avena","fatua",TRUE,TRUE
"113","Azolla cristata","Azolla","cristata",TRUE,FALSE
"114","Azolla filiculoides","Azolla","filiculoides",TRUE,FALSE
"115","Ballota nigra subsp. meridionalis","Ballota","nigra subsp. meridionalis",TRUE,FALSE
"116","Barbarea intermedia","Barbarea","intermedia",TRUE,TRUE
"117","Barbarea stricta","Barbarea","stricta",TRUE,TRUE
"118","Barbarea vulgaris","Barbarea","vulgaris",TRUE,TRUE
"119","Bassia hirsuta","Bassia","hirsuta",TRUE,FALSE
"120","Bellis perennis","Bellis","perennis",TRUE,TRUE
"121","Berberis vulgaris","Berberis","vulgaris",TRUE,TRUE
"122","Berteroa incana","Berteroa","incana",TRUE,TRUE
"123","Beta vulgaris subsp. maritima","Beta","vulgaris subsp. maritima",TRUE,TRUE
"124","Betula pubescens","Betula","pubescens",TRUE,TRUE
"125","Betula pendula","Betula","pendula",TRUE,TRUE
"126","Bidens cernua","Bidens","cernua",TRUE,TRUE
"127","Bidens connata","Bidens","connata",TRUE,TRUE
"128","Bidens frondosa","Bidens","frondosa",TRUE,TRUE
"129","Bidens tripartita","Bidens","tripartita",TRUE,TRUE
"130","Blackstonia perfoliata subsp. serotina","Blackstonia","perfoliata subsp. serotina",TRUE,FALSE
"131","Struthiopteris spicant","Struthiopteris","spicant",TRUE,FALSE
"132","Botrychium lunaria","Botrychium","lunaria",TRUE,FALSE
"133","Brachypodium pinnatum","Brachypodium","pinnatum",TRUE,FALSE
"134","Brachypodium sylvaticum","Brachypodium","sylvaticum",TRUE,TRUE
"135","Brassica nigra","Brassica","nigra",TRUE,TRUE
"136","Briza media","Briza","media",TRUE,FALSE
"137","Bromus arvensis","Bromus","arvensis",TRUE,TRUE
"138","Bromopsis ramosa subsp. benekenii","Bromopsis","ramosa subsp. benekenii",TRUE,FALSE
"139","Bromopsis erecta","Bromopsis","erecta",TRUE,FALSE
"140","Bromopsis inermis subsp. inermis","Bromopsis","inermis subsp. inermis",TRUE,FALSE
"141","Bromus lepidus","Bromus","lepidus",TRUE,FALSE
"142","Bromopsis ramosa subsp. ramosa","Bromopsis","ramosa subsp. ramosa",TRUE,FALSE
"143","Bromus secalinus","Bromus","secalinus",TRUE,TRUE
"144","Anisantha sterilis","Anisantha","sterilis",TRUE,TRUE
"145","Anisantha tectorum","Anisantha","tectorum",TRUE,TRUE
"146","Bryonia dioica","Bryonia","dioica",TRUE,TRUE
"147","Bunias orientalis","Bunias","orientalis",TRUE,FALSE
"148","Bunium bulbocastanum","Bunium","bulbocastanum",TRUE,TRUE
"149","Bupleurum tenuissimum","Bupleurum","tenuissimum",TRUE,TRUE
"150","Butomus umbellatus","Butomus","umbellatus",TRUE,TRUE
"151","Cakile maritima","Cakile","maritima",TRUE,FALSE
"152","Calamagrostis canescens","Calamagrostis","canescens",TRUE,TRUE
"153","Calamagrostis epigejos","Calamagrostis","epigejos",TRUE,TRUE
"154","Calamagrostis stricta","Calamagrostis","stricta",TRUE,FALSE
"155","Calamagrostis pseudophragmites","Calamagrostis","pseudophragmites",TRUE,TRUE
"156","Calepina irregularis","Calepina","irregularis",TRUE,FALSE
"157","Calla palustris","Calla","palustris",TRUE,FALSE
"158","Callitriche cophocarpa","Callitriche","cophocarpa",TRUE,FALSE
"159","Callitriche hermaphroditica","Callitriche","hermaphroditica",TRUE,FALSE
"160","Callitriche obtusangula","Callitriche","obtusangula",TRUE,FALSE
"161","Callitriche palustris","Callitriche","palustris",TRUE,TRUE
"162","Callitriche platycarpa","Callitriche","platycarpa",TRUE,FALSE
"163","Callitriche stagnalis","Callitriche","stagnalis",TRUE,FALSE
"164","Calluna vulgaris","Calluna","vulgaris",TRUE,TRUE
"165","Caltha palustris subsp. palustris","Caltha","palustris subsp. palustris",TRUE,FALSE
"166","Convolvulus sepium","Convolvulus","sepium",TRUE,TRUE
"167","Convolvulus soldanella","Convolvulus","soldanella",TRUE,TRUE
"168","Camelina sativa subsp. alyssum","Camelina","sativa subsp. alyssum",TRUE,TRUE
"169","Campanula glomerata","Campanula","glomerata",TRUE,FALSE
"170","Campanula latifolia","Campanula","latifolia",TRUE,FALSE
"171","Campanula patula","Campanula","patula",TRUE,TRUE
"172","Campanula persicifolia","Campanula","persicifolia",TRUE,TRUE
"173","Campanula rapunculoides","Campanula","rapunculoides",TRUE,TRUE
"174","Campanula rapunculus","Campanula","rapunculus",TRUE,TRUE
"175","Campanula rotundifolia","Campanula","rotundifolia",TRUE,FALSE
"176","Campanula trachelium","Campanula","trachelium",TRUE,FALSE
"177","Capsella bursa-pastoris","Capsella","bursa-pastoris",TRUE,TRUE
"178","Cardamine amara","Cardamine","amara",TRUE,FALSE
"179","Cardamine flexuosa","Cardamine","flexuosa",TRUE,TRUE
"180","Cardamine hirsuta","Cardamine","hirsuta",TRUE,TRUE
"181","Cardamine impatiens","Cardamine","impatiens",TRUE,FALSE
"182","Cardamine pratensis","Cardamine","pratensis",TRUE,TRUE
"183","Arabidopsis arenosa","Arabidopsis","arenosa",TRUE,TRUE
"184","Carduus acanthoides","Carduus","acanthoides",TRUE,FALSE
"185","Carduus crispus","Carduus","crispus",TRUE,TRUE
"186","Carduus nutans","Carduus","nutans",TRUE,TRUE
"187","Carduus tenuiflorus","Carduus","tenuiflorus",TRUE,FALSE
"188","Carex acuta","Carex","acuta",TRUE,TRUE
"189","Carex acutiformis","Carex","acutiformis",TRUE,TRUE
"190","Carex appropinquata","Carex","appropinquata",TRUE,TRUE
"191","Carex aquatilis","Carex","aquatilis",TRUE,TRUE
"192","Carex arenaria","Carex","arenaria",TRUE,TRUE
"193","Carex brizoides","Carex","brizoides",TRUE,FALSE
"194","Carex buxbaumii","Carex","buxbaumii",TRUE,FALSE
"195","Carex caryophyllea","Carex","caryophyllea",TRUE,TRUE
"196","Carex canescens","Carex","canescens",TRUE,TRUE
"197","Carex demissa","Carex","demissa",TRUE,TRUE
"198","Carex diandra","Carex","diandra",TRUE,TRUE
"199","Carex digitata","Carex","digitata",TRUE,TRUE
"200","Carex dioica","Carex","dioica",TRUE,FALSE
"201","Carex distans","Carex","distans",TRUE,TRUE
"202","Carex disticha","Carex","disticha",TRUE,TRUE
"203","Carex divisa","Carex","divisa",TRUE,TRUE
"204","Carex divulsa","Carex","divulsa",TRUE,TRUE
"205","Carex echinata","Carex","echinata",TRUE,TRUE
"206","Carex elongata","Carex","elongata",TRUE,TRUE
"207","Carex ericetorum","Carex","ericetorum",TRUE,FALSE
"208","Carex extensa","Carex","extensa",TRUE,TRUE
"209","Carex flacca","Carex","flacca",TRUE,TRUE
"210","Carex flava","Carex","flava",TRUE,TRUE
"211","Carex hartmaniorum","Carex","hartmaniorum",TRUE,FALSE
"212","Carex hirta","Carex","hirta",TRUE,TRUE
"213","Carex hostiana","Carex","hostiana",TRUE,TRUE
"214","Carex elata","Carex","elata",TRUE,TRUE
"215","Carex laevigata","Carex","laevigata",TRUE,FALSE
"216","Carex lasiocarpa","Carex","lasiocarpa",TRUE,TRUE
"217","Carex lepidocarpa","Carex","lepidocarpa",TRUE,TRUE
"218","Carex colchica","Carex","colchica",TRUE,FALSE
"219","Carex limosa","Carex","limosa",TRUE,TRUE
"220","Carex pairae","Carex","pairae",TRUE,TRUE
"221","Carex nigra","Carex","nigra",TRUE,TRUE
"222","Carex otrubae","Carex","otrubae",TRUE,TRUE
"223","Carex leporina","Carex","leporina",TRUE,TRUE
"224","Carex pallescens","Carex","pallescens",TRUE,TRUE
"225","Carex panicea","Carex","panicea",TRUE,TRUE
"226","Carex paniculata subsp. paniculata","Carex","paniculata subsp. paniculata",TRUE,TRUE
"227","Carex pendula","Carex","pendula",TRUE,TRUE
"228","Carex pilulifera","Carex","pilulifera",TRUE,TRUE
"229","Carex leersii","Carex","leersii",TRUE,TRUE
"230","Carex praecox","Carex","praecox",TRUE,TRUE
"231","Carex pseudocyperus","Carex","pseudocyperus",TRUE,TRUE
"232","Carex pulicaris","Carex","pulicaris",TRUE,TRUE
"233","Carex punctata","Carex","punctata",TRUE,TRUE
"234","Carex pseudobrizoides","Carex","pseudobrizoides",TRUE,FALSE
"235","Carex remota","Carex","remota",TRUE,TRUE
"236","Carex riparia","Carex","riparia",TRUE,TRUE
"237","Carex rostrata","Carex","rostrata",TRUE,TRUE
"238","Carex oederi","Carex","oederi",TRUE,TRUE
"239","Carex spicata","Carex","spicata",TRUE,TRUE
"240","Carex strigosa","Carex","strigosa",TRUE,TRUE
"241","Carex sylvatica","Carex","sylvatica",TRUE,TRUE
"242","Carex tomentosa","Carex","tomentosa",TRUE,TRUE
"243","Carex trinervis","Carex","trinervis",TRUE,TRUE
"244","Carex vesicaria","Carex","vesicaria",TRUE,TRUE
"245","Carex vulpina","Carex","vulpina",TRUE,TRUE
"246","Carlina vulgaris","Carlina","vulgaris",TRUE,FALSE
"247","Carpinus betulus","Carpinus","betulus",TRUE,TRUE
"248","Carum carvi","Carum","carvi",TRUE,TRUE
"249","Trocdaris verticillatum","Trocdaris","verticillatum",TRUE,FALSE
"250","Castanea sativa","Castanea","sativa",TRUE,TRUE
"251","Catabrosa aquatica","Catabrosa","aquatica",TRUE,TRUE
"252","Catapodium marinum","Catapodium","marinum",TRUE,FALSE
"253","Catapodium rigidum","Catapodium","rigidum",TRUE,FALSE
"254","Centaurea calcitrapa","Centaurea","calcitrapa",TRUE,FALSE
"255","Centaurea cyanus","Centaurea","cyanus",TRUE,TRUE
"256","Centaurea scabiosa","Centaurea","scabiosa",TRUE,TRUE
"257","Centaurium littorale","Centaurium","littorale",TRUE,TRUE
"258","Centaurium erythraea","Centaurium","erythraea",TRUE,TRUE
"259","Centaurium pulchellum","Centaurium","pulchellum",TRUE,TRUE
"260","Centunculus minimus","Centunculus","minimus",TRUE,TRUE
"261","Cephalanthera damasonium","Cephalanthera","damasonium",TRUE,FALSE
"262","Cephalanthera longifolia","Cephalanthera","longifolia",TRUE,FALSE
"263","Cephalanthera rubra","Cephalanthera","rubra",TRUE,FALSE
"264","Cerastium arvense","Cerastium","arvense",TRUE,TRUE
"265","Cerastium diffusum","Cerastium","diffusum",TRUE,FALSE
"266","Cerastium brachypetalum","Cerastium","brachypetalum",TRUE,FALSE
"267","Cerastium glomeratum","Cerastium","glomeratum",TRUE,FALSE
"268","Cerastium fontanum subsp. vulgare","Cerastium","fontanum subsp. vulgare",TRUE,TRUE
"269","Cerastium semidecandrum","Cerastium","semidecandrum",TRUE,TRUE
"270","Ceratophyllum demersum","Ceratophyllum","demersum",TRUE,TRUE
"271","Ceratophyllum submersum","Ceratophyllum","submersum",TRUE,TRUE
"272","Asplenium ceterach","Asplenium","ceterach",TRUE,FALSE
"273","Chaerophyllum bulbosum","Chaerophyllum","bulbosum",TRUE,TRUE
"274","Chaerophyllum temulum","Chaerophyllum","temulum",TRUE,TRUE
"275","Erysimum cheiri","Erysimum","cheiri",TRUE,FALSE
"276","Chelidonium majus","Chelidonium","majus",TRUE,TRUE
"277","Chenopodium album","Chenopodium","album",TRUE,TRUE
"278","Blitum bonus-henricus","Blitum","bonus-henricus",TRUE,TRUE
"279","Oxybasis chenopodioides","Oxybasis","chenopodioides",TRUE,FALSE
"280","Chenopodium ficifolium","Chenopodium","ficifolium",TRUE,TRUE
"281","Blitum virgatum","Blitum","virgatum",TRUE,FALSE
"282","Oxybasis glauca","Oxybasis","glauca",TRUE,TRUE
"283","Chenopodiastrum hybridum","Chenopodiastrum","hybridum",TRUE,TRUE
"284","Chenopodiastrum murale","Chenopodiastrum","murale",TRUE,TRUE
"285","Lipandra polysperma","Lipandra","polysperma",TRUE,TRUE
"286","Oxybasis rubra","Oxybasis","rubra",TRUE,TRUE
"287","Chenopodium vulvaria","Chenopodium","vulvaria",TRUE,TRUE
"288","Leucanthemum vulgare","Leucanthemum","vulgare",TRUE,TRUE
"289","Tanacetum parthenium","Tanacetum","parthenium",TRUE,TRUE
"290","Glebionis segetum","Glebionis","segetum",TRUE,TRUE
"291","Chrysosplenium alternifolium","Chrysosplenium","alternifolium",TRUE,TRUE
"292","Chrysosplenium oppositifolium","Chrysosplenium","oppositifolium",TRUE,FALSE
"293","Cicendia filiformis","Cicendia","filiformis",TRUE,FALSE
"294","Cichorium intybus","Cichorium","intybus",TRUE,TRUE
"295","Cicuta virosa","Cicuta","virosa",TRUE,TRUE
"296","Circaea alpina","Circaea","alpina",TRUE,FALSE
"297","Circaea x intermedia","Circaea","x intermedia",TRUE,FALSE
"298","Circaea lutetiana","Circaea","lutetiana",TRUE,TRUE
"299","Cirsium acaule","Cirsium","acaule",TRUE,TRUE
"300","Cirsium arvense","Cirsium","arvense",TRUE,TRUE
"301","Cirsium dissectum","Cirsium","dissectum",TRUE,FALSE
"302","Cirsium eriophorum","Cirsium","eriophorum",TRUE,FALSE
"303","Cirsium oleraceum","Cirsium","oleraceum",TRUE,TRUE
"304","Cirsium palustre","Cirsium","palustre",TRUE,TRUE
"305","Cirsium vulgare","Cirsium","vulgare",TRUE,TRUE
"306","Cladium mariscus","Cladium","mariscus",TRUE,TRUE
"307","Claytonia perfoliata","Claytonia","perfoliata",TRUE,FALSE
"308","Clematis vitalba","Clematis","vitalba",TRUE,TRUE
"309","Clematis viticella","Clematis","viticella",TRUE,FALSE
"310","Cochlearia anglica","Cochlearia","anglica",TRUE,TRUE
"311","Cochlearia danica","Cochlearia","danica",TRUE,TRUE
"312","Cochlearia officinalis","Cochlearia","officinalis",TRUE,TRUE
"313","Dactylorhiza viridis","Dactylorhiza","viridis",TRUE,FALSE
"314","Colchicum autumnale","Colchicum","autumnale",TRUE,FALSE
"315","Comarum palustre","Comarum","palustre",TRUE,TRUE
"316","Conium maculatum","Conium","maculatum",TRUE,TRUE
"317","Convallaria majalis","Convallaria","majalis",TRUE,FALSE
"318","Convolvulus arvensis","Convolvulus","arvensis",TRUE,TRUE
"319","Corallorhiza trifida","Corallorhiza","trifida",TRUE,FALSE
"320","Corispermum pallasii","Corispermum","pallasii",TRUE,FALSE
"321","Corispermum marschallii","Corispermum","marschallii",TRUE,FALSE
"322","Cornus sanguinea","Cornus","sanguinea",TRUE,TRUE
"323","Cornus suecica","Cornus","suecica",TRUE,FALSE
"324","Securigera varia","Securigera","varia",TRUE,TRUE
"325","Lepidium didymum","Lepidium","didymum",TRUE,FALSE
"326","Lepidium coronopus","Lepidium","coronopus",TRUE,TRUE
"327","Corrigiola litoralis","Corrigiola","litoralis",TRUE,TRUE
"328","Corydalis cava","Corydalis","cava",TRUE,TRUE
"329","Ceratocapnos claviculata","Ceratocapnos","claviculata",TRUE,TRUE
"330","Pseudofumaria lutea","Pseudofumaria","lutea",TRUE,FALSE
"331","Corydalis solida","Corydalis","solida",TRUE,TRUE
"332","Corylus avellana","Corylus","avellana",TRUE,TRUE
"333","Corynephorus canescens","Corynephorus","canescens",TRUE,FALSE
"334","Crambe maritima","Crambe","maritima",TRUE,FALSE
"335","Crataegus monogyna","Crataegus","monogyna",TRUE,TRUE
"336","Crataegus laevigata","Crataegus","laevigata",TRUE,TRUE
"337","Crepis biennis","Crepis","biennis",TRUE,TRUE
"338","Crepis capillaris","Crepis","capillaris",TRUE,TRUE
"339","Crepis paludosa","Crepis","paludosa",TRUE,FALSE
"340","Crepis tectorum","Crepis","tectorum",TRUE,TRUE
"341","Crepis vesicaria subsp. taraxacifolia","Crepis","vesicaria subsp. taraxacifolia",TRUE,FALSE
"342","Crithmum maritimum","Crithmum","maritimum",TRUE,FALSE
"343","Silene baccifera","Silene","baccifera",TRUE,TRUE
"344","Cuscuta epilinum","Cuscuta","epilinum",TRUE,TRUE
"345","Cuscuta epithymum","Cuscuta","epithymum",TRUE,FALSE
"346","Cuscuta europaea","Cuscuta","europaea",TRUE,TRUE
"347","Cuscuta gronovii","Cuscuta","gronovii",TRUE,FALSE
"348","Cuscuta lupuliformis","Cuscuta","lupuliformis",TRUE,FALSE
"349","Vincetoxicum hirundinaria","Vincetoxicum","hirundinaria",TRUE,FALSE
"350","Cynodon dactylon","Cynodon","dactylon",TRUE,FALSE
"351","Cynoglossum officinale","Cynoglossum","officinale",TRUE,FALSE
"352","Cynosurus cristatus","Cynosurus","cristatus",TRUE,TRUE
"353","Cyperus flavescens","Cyperus","flavescens",TRUE,TRUE
"354","Cyperus fuscus","Cyperus","fuscus",TRUE,TRUE
"355","Cystopteris fragilis","Cystopteris","fragilis",TRUE,FALSE
"356","Dactylis glomerata subsp. glomerata","Dactylis","glomerata subsp. glomerata",TRUE,TRUE
"357","Dactylis glomerata subsp. lobata","Dactylis","glomerata subsp. lobata",TRUE,FALSE
"358","Daphne mezereum","Daphne","mezereum",TRUE,FALSE
"359","Datura stramonium","Datura","stramonium",TRUE,TRUE
"360","Daucus carota","Daucus","carota",TRUE,TRUE
"361","Spergularia segetalis","Spergularia","segetalis",TRUE,FALSE
"362","Consolida regalis","Consolida","regalis",TRUE,TRUE
"363","Deschampsia cespitosa","Deschampsia","cespitosa",TRUE,TRUE
"364","Avenella flexuosa","Avenella","flexuosa",TRUE,FALSE
"365","Deschampsia setacea","Deschampsia","setacea",TRUE,FALSE
"366","Descurainia sophia","Descurainia","sophia",TRUE,TRUE
"367","Dianthus armeria","Dianthus","armeria",TRUE,TRUE
"368","Dianthus carthusianorum","Dianthus","carthusianorum",TRUE,FALSE
"369","Dianthus deltoides","Dianthus","deltoides",TRUE,FALSE
"370","Dianthus superbus","Dianthus","superbus",TRUE,FALSE
"371","Digitalis purpurea","Digitalis","purpurea",TRUE,FALSE
"372","Digitaria ischaemum","Digitaria","ischaemum",TRUE,TRUE
"373","Digitaria sanguinalis","Digitaria","sanguinalis",TRUE,TRUE
"374","Diplotaxis muralis","Diplotaxis","muralis",TRUE,FALSE
"375","Diplotaxis tenuifolia","Diplotaxis","tenuifolia",TRUE,TRUE
"376","Dipsacus pilosus","Dipsacus","pilosus",TRUE,TRUE
"377","Dipsacus fullonum","Dipsacus","fullonum",TRUE,TRUE
"378","Doronicum pardalianches","Doronicum","pardalianches",TRUE,FALSE
"379","Doronicum plantagineum","Doronicum","plantagineum",TRUE,FALSE
"380","Draba muralis","Draba","muralis",TRUE,FALSE
"381","Drosera anglica","Drosera","anglica",TRUE,FALSE
"382","Drosera intermedia","Drosera","intermedia",TRUE,TRUE
"383","Drosera rotundifolia","Drosera","rotundifolia",TRUE,FALSE
"384","Dryopteris dilatata","Dryopteris","dilatata",TRUE,FALSE
"385","Dryopteris cristata","Dryopteris","cristata",TRUE,FALSE
"386","Dryopteris filix-mas","Dryopteris","filix-mas",TRUE,FALSE
"387","Gymnocarpium dryopteris","Gymnocarpium","dryopteris",TRUE,FALSE
"388","Oreopteris limbosperma","Oreopteris","limbosperma",TRUE,FALSE
"389","Phegopteris connectilis","Phegopteris","connectilis",TRUE,FALSE
"390","Gymnocarpium robertianum","Gymnocarpium","robertianum",TRUE,FALSE
"391","Dryopteris carthusiana","Dryopteris","carthusiana",TRUE,FALSE
"392","Thelypteris palustris","Thelypteris","palustris",TRUE,TRUE
"393","Echinochloa crus-galli","Echinochloa","crus-galli",TRUE,TRUE
"394","Baldellia ranunculoides subsp. ranunculoides","Baldellia","ranunculoides subsp. ranunculoides",TRUE,TRUE
"395","Baldellia ranunculoides subsp. repens","Baldellia","ranunculoides subsp. repens",TRUE,TRUE
"396","Echium vulgare","Echium","vulgare",TRUE,TRUE
"397","Elatine hexandra","Elatine","hexandra",TRUE,TRUE
"398","Elatine hydropiper","Elatine","hydropiper",TRUE,TRUE
"399","Eleocharis acicularis","Eleocharis","acicularis",TRUE,TRUE
"400","Eleocharis multicaulis","Eleocharis","multicaulis",TRUE,TRUE
"401","Eleocharis palustris","Eleocharis","palustris",TRUE,TRUE
"402","Eleocharis quinqueflora","Eleocharis","quinqueflora",TRUE,TRUE
"403","Eleocharis ovata","Eleocharis","ovata",TRUE,FALSE
"404","Eleocharis uniglumis","Eleocharis","uniglumis",TRUE,TRUE
"405","Elodea canadensis","Elodea","canadensis",TRUE,FALSE
"406","Elodea nuttallii","Elodea","nuttallii",TRUE,FALSE
"407","Leymus arenarius","Leymus","arenarius",TRUE,TRUE
"408","Elymus farctus subsp. boreoatlanticus","Elymus","farctus subsp. boreoatlanticus",TRUE,FALSE
"409","Elymus athericus","Elymus","athericus",TRUE,TRUE
"410","Elymus repens","Elymus","repens",TRUE,TRUE
"411","Empetrum nigrum","Empetrum","nigrum",TRUE,TRUE
"412","Epilobium ciliatum","Epilobium","ciliatum",TRUE,FALSE
"413","Chamaenerion angustifolium","Chamaenerion","angustifolium",TRUE,TRUE
"414","Epilobium hirsutum","Epilobium","hirsutum",TRUE,TRUE
"415","Epilobium lanceolatum","Epilobium","lanceolatum",TRUE,FALSE
"416","Epilobium montanum","Epilobium","montanum",TRUE,TRUE
"417","Epilobium obscurum","Epilobium","obscurum",TRUE,FALSE
"418","Epilobium palustre","Epilobium","palustre",TRUE,TRUE
"419","Epilobium parviflorum","Epilobium","parviflorum",TRUE,TRUE
"420","Epilobium roseum","Epilobium","roseum",TRUE,FALSE
"421","Epipactis atrorubens","Epipactis","atrorubens",TRUE,FALSE
"422","Epipactis palustris","Epipactis","palustris",TRUE,FALSE
"423","Equisetum arvense","Equisetum","arvense",TRUE,TRUE
"424","Equisetum fluviatile","Equisetum","fluviatile",TRUE,TRUE
"425","Equisetum palustre","Equisetum","palustre",TRUE,TRUE
"426","Equisetum ramosissimum","Equisetum","ramosissimum",TRUE,FALSE
"427","Equisetum sylvaticum","Equisetum","sylvaticum",TRUE,FALSE
"428","Equisetum telmateia","Equisetum","telmateia",TRUE,FALSE
"429","Equisetum variegatum","Equisetum","variegatum",TRUE,FALSE
"430","Erica cinerea","Erica","cinerea",TRUE,FALSE
"431","Erica tetralix","Erica","tetralix",TRUE,TRUE
"432","Erigeron acris","Erigeron","acris",TRUE,TRUE
"433","Erigeron canadensis","Erigeron","canadensis",TRUE,TRUE
"434","Eriophorum angustifolium","Eriophorum","angustifolium",TRUE,TRUE
"435","Eriophorum gracile","Eriophorum","gracile",TRUE,FALSE
"436","Eriophorum latifolium","Eriophorum","latifolium",TRUE,FALSE
"437","Eriophorum vaginatum","Eriophorum","vaginatum",TRUE,TRUE
"438","Erodium lebelii","Erodium","lebelii",TRUE,FALSE
"439","Draba verna","Draba","verna",TRUE,TRUE
"440","Erucastrum gallicum","Erucastrum","gallicum",TRUE,TRUE
"441","Eryngium campestre","Eryngium","campestre",TRUE,TRUE
"442","Eryngium maritimum","Eryngium","maritimum",TRUE,FALSE
"443","Erysimum cheiranthoides","Erysimum","cheiranthoides",TRUE,TRUE
"444","Erysimum virgatum","Erysimum","virgatum",TRUE,TRUE
"445","Euonymus europaeus","Euonymus","europaeus",TRUE,TRUE
"446","Eupatorium cannabinum","Eupatorium","cannabinum",TRUE,TRUE
"447","Euphorbia amygdaloides","Euphorbia","amygdaloides",TRUE,FALSE
"448","Euphorbia cyparissias","Euphorbia","cyparissias",TRUE,TRUE
"449","Euphorbia exigua","Euphorbia","exigua",TRUE,TRUE
"450","Euphorbia helioscopia","Euphorbia","helioscopia",TRUE,TRUE
"451","Euphorbia palustris","Euphorbia","palustris",TRUE,TRUE
"452","Euphorbia paralias","Euphorbia","paralias",TRUE,FALSE
"453","Euphorbia peplus","Euphorbia","peplus",TRUE,TRUE
"454","Euphorbia platyphyllos","Euphorbia","platyphyllos",TRUE,TRUE
"455","Euphorbia seguieriana","Euphorbia","seguieriana",TRUE,FALSE
"456","Euphorbia stricta","Euphorbia","stricta",TRUE,FALSE
"457","Odontites vernus subsp. serotinus","Odontites","vernus subsp. serotinus",TRUE,TRUE
"458","Euphrasia officinalis","Euphrasia","officinalis",TRUE,FALSE
"459","Fagopyrum tataricum","Fagopyrum","tataricum",TRUE,FALSE
"460","Fagus sylvatica","Fagus","sylvatica",TRUE,TRUE
"461","Schedonorus arundinaceus","Schedonorus","arundinaceus",TRUE,TRUE
"462","Schedonorus giganteus","Schedonorus","giganteus",TRUE,FALSE
"463","Festuca heterophylla","Festuca","heterophylla",TRUE,FALSE
"464","Festuca arenaria","Festuca","arenaria",TRUE,TRUE
"465","Schedonorus pratensis","Schedonorus","pratensis",TRUE,TRUE
"466","Festuca rubra","Festuca","rubra",TRUE,TRUE
"467","Filago arvensis","Filago","arvensis",TRUE,FALSE
"468","Filago germanica","Filago","germanica",TRUE,FALSE
"469","Logfia minima","Logfia","minima",TRUE,TRUE
"470","Filago pyramidata","Filago","pyramidata",TRUE,FALSE
"471","Filipendula ulmaria","Filipendula","ulmaria",TRUE,TRUE
"472","Filipendula vulgaris","Filipendula","vulgaris",TRUE,FALSE
"473","Fragaria moschata","Fragaria","moschata",TRUE,TRUE
"474","Fragaria vesca","Fragaria","vesca",TRUE,TRUE
"475","Frangula alnus","Frangula","alnus",TRUE,FALSE
"476","Fraxinus excelsior","Fraxinus","excelsior",TRUE,TRUE
"477","Fritillaria meleagris","Fritillaria","meleagris",TRUE,FALSE
"478","Fumaria officinalis","Fumaria","officinalis",TRUE,TRUE
"479","Gagea lutea","Gagea","lutea",TRUE,FALSE
"480","Gagea pratensis","Gagea","pratensis",TRUE,FALSE
"481","Gagea spathacea","Gagea","spathacea",TRUE,FALSE
